-100.6317,-100.6313,-100.6311,-100.6308,-100.6305,-100.6302,-100.63,-100.6297,-100.6294,-100.6292,-100.6288,-100.6286,-100.6283,-100.628,-100.6277,-100.6274,-100.6272,-100.6269,-100.6266,-100.6263,-100.626,-100.6258,-100.6255,-100.6252,-100.6249,-100.6246,-100.6244,-100.6241,-100.6238,-100.6235,-100.6232,-100.623,-100.6227,-100.6224,-100.6221,-100.6218,-100.6216,-100.6213,-100.621,-100.6207,-100.6204,-100.6201,-100.6198,-100.6196,-100.6193,-100.619,-100.6187,-100.6184,-100.6181,-100.6179,-100.6176,-100.6173,-100.617,-100.6167,-100.6164,-100.6161,-100.6159,-100.6156,-100.6153,-100.615,-100.6147,-100.6144,-100.6141,-100.6139,-100.6136,-100.6133,-100.613,-100.6127,-100.6124,-100.6122,-100.6119,-100.6116,-100.6113,-100.611,-100.6107,-100.6104,-100.6101,-100.6099,-100.6096,-100.6093,-100.609,-100.6087,-100.6084,-100.6081,-100.6078,-100.6075,-100.6073,-100.607,-100.6067
-100.6032,-100.6029,-100.6026,-100.6024,-100.6021,-100.6018,-100.6015,-100.6012,-100.6009,-100.6006,-100.6003,-100.6001,-100.5998,-100.5995,-100.5992,-100.5989,-100.5986,-100.5984,-100.5981,-100.5978,-100.5975,-100.5972,-100.5969,-100.5966,-100.5963,-100.5961,-100.5958,-100.5955,-100.5952,-100.5949,-100.5946,-100.5943,-100.5941,-100.5938,-100.5935,-100.5932,-100.5929,-100.5926,-100.5923,-100.592,-100.5917,-100.5914,-100.5912,-100.5909,-100.5906,-100.5903,-100.59,-100.5897,-100.5894,-100.5891,-100.5888,-100.5886,-100.5883,-100.588,-100.5877,-100.5874,-100.5871,-100.5868,-100.5865,-100.5862,-100.5859,-100.5856,-100.5854,-100.5851,-100.5848,-100.5845,-100.5842,-100.5839,-100.5836,-100.5833,-100.583,-100.5827,-100.5824,-100.5822,-100.5818,-100.5815,-100.5813,-100.581,-100.5807,-100.5804,-100.5801,-100.5798,-100.5795,-100.5792,-100.5789,-100.5786,-100.5783,-100.578,-100.5777
-100.5748,-100.5745,-100.5742,-100.5739,-100.5736,-100.5733,-100.573,-100.5727,-100.5724,-100.5721,-100.5718,-100.5716,-100.5713,-100.571,-100.5707,-100.5704,-100.5701,-100.5698,-100.5695,-100.5692,-100.5689,-100.5686,-100.5684,-100.5681,-100.5677,-100.5675,-100.5672,-100.5669,-100.5666,-100.5663,-100.566,-100.5657,-100.5654,-100.5651,-100.5648,-100.5645,-100.5642,-100.5639,-100.5637,-100.5634,-100.563,-100.5628,-100.5625,-100.5622,-100.5619,-100.5616,-100.5613,-100.561,-100.5607,-100.5604,-100.5601,-100.5598,-100.5595,-100.5592,-100.5589,-100.5586,-100.5583,-100.558,-100.5577,-100.5574,-100.5571,-100.5569,-100.5565,-100.5562,-100.556,-100.5557,-100.5554,-100.5551,-100.5547,-100.5545,-100.5542,-100.5539,-100.5536,-100.5533,-100.553,-100.5527,-100.5524,-100.5521,-100.5518,-100.5515,-100.5512,-100.5509,-100.5506,-100.5503,-100.55,-100.5497,-100.5494,-100.5491,-100.5488
-100.5463,-100.546,-100.5457,-100.5454,-100.5451,-100.5448,-100.5445,-100.5442,-100.5439,-100.5436,-100.5433,-100.543,-100.5428,-100.5424,-100.5421,-100.5419,-100.5416,-100.5413,-100.541,-100.5406,-100.5404,-100.5401,-100.5398,-100.5395,-100.5392,-100.5389,-100.5386,-100.5383,-100.538,-100.5377,-100.5374,-100.5371,-100.5368,-100.5365,-100.5362,-100.5359,-100.5356,-100.5353,-100.535,-100.5347,-100.5344,-100.5341,-100.5338,-100.5335,-100.5332,-100.5329,-100.5326,-100.5323,-100.532,-100.5317,-100.5314,-100.5311,-100.5308,-100.5305,-100.5302,-100.5299,-100.5296,-100.5293,-100.529,-100.5287,-100.5284,-100.528,-100.5277,-100.5274,-100.5272,-100.5269,-100.5266,-100.5262,-100.5259,-100.5256,-100.5253,-100.525,-100.5247,-100.5244,-100.5241,-100.5238,-100.5235,-100.5232,-100.5229,-100.5226,-100.5223,-100.522,-100.5217,-100.5214,-100.5211,-100.5208,-100.5204,-100.5201,-100.5198
-100.5179,-100.5175,-100.5172,-100.517,-100.5167,-100.5164,-100.5161,-100.5157,-100.5154,-100.5151,-100.5148,-100.5145,-100.5142,-100.5139,-100.5136,-100.5133,-100.513,-100.5127,-100.5124,-100.5121,-100.5118,-100.5115,-100.5112,-100.5109,-100.5106,-100.5103,-100.51,-100.5097,-100.5094,-100.5091,-100.5088,-100.5085,-100.5081,-100.5078,-100.5075,-100.5072,-100.5069,-100.5066,-100.5063,-100.506,-100.5057,-100.5054,-100.5051,-100.5048,-100.5045,-100.5042,-100.5039,-100.5036,-100.5033,-100.503,-100.5026,-100.5023,-100.502,-100.5017,-100.5014,-100.5011,-100.5008,-100.5005,-100.5002,-100.4999,-100.4996,-100.4993,-100.499,-100.4986,-100.4983,-100.498,-100.4977,-100.4974,-100.4971,-100.4968,-100.4965,-100.4962,-100.4958,-100.4955,-100.4952,-100.4949,-100.4946,-100.4943,-100.494,-100.4937,-100.4934,-100.493,-100.4927,-100.4924,-100.4921,-100.4918,-100.4915,-100.4912,-100.4909
-100.4894,-100.4891,-100.4888,-100.4885,-100.4882,-100.4879,-100.4875,-100.4872,-100.4869,-100.4866,-100.4863,-100.486,-100.4857,-100.4854,-100.4851,-100.4848,-100.4845,-100.4842,-100.4839,-100.4836,-100.4832,-100.4829,-100.4826,-100.4823,-100.482,-100.4817,-100.4814,-100.4811,-100.4808,-100.4805,-100.4802,-100.4798,-100.4795,-100.4792,-100.4789,-100.4786,-100.4783,-100.478,-100.4777,-100.4774,-100.4771,-100.4767,-100.4764,-100.4761,-100.4758,-100.4755,-100.4752,-100.4749,-100.4745,-100.4742,-100.4739,-100.4736,-100.4733,-100.473,-100.4727,-100.4724,-100.472,-100.4717,-100.4714,-100.4711,-100.4708,-100.4705,-100.4702,-100.4698,-100.4695,-100.4692,-100.4689,-100.4686,-100.4683,-100.468,-100.4676,-100.4673,-100.467,-100.4667,-100.4664,-100.466,-100.4657,-100.4654,-100.4651,-100.4648,-100.4645,-100.4641,-100.4638,-100.4635,-100.4632,-100.4629,-100.4626,-100.4622,-100.4619
-100.461,-100.4606,-100.4603,-100.46,-100.4597,-100.4594,-100.4591,-100.4588,-100.4585,-100.4581,-100.4578,-100.4575,-100.4572,-100.4569,-100.4566,-100.4563,-100.4559,-100.4556,-100.4553,-100.455,-100.4547,-100.4544,-100.454,-100.4537,-100.4534,-100.4531,-100.4528,-100.4525,-100.4521,-100.4518,-100.4515,-100.4512,-100.4509,-100.4506,-100.4503,-100.45,-100.4496,-100.4493,-100.449,-100.4487,-100.4484,-100.4481,-100.4477,-100.4474,-100.4471,-100.4468,-100.4464,-100.4461,-100.4458,-100.4455,-100.4452,-100.4449,-100.4445,-100.4442,-100.4439,-100.4436,-100.4433,-100.4429,-100.4426,-100.4423,-100.442,-100.4417,-100.4413,-100.441,-100.4407,-100.4404,-100.4401,-100.4398,-100.4394,-100.4391,-100.4388,-100.4384,-100.4381,-100.4378,-100.4375,-100.4372,-100.4368,-100.4365,-100.4362,-100.4359,-100.4355,-100.4352,-100.4349,-100.4346,-100.4343,-100.434,-100.4336,-100.4333,-100.433
-100.4325,-100.4322,-100.4319,-100.4315,-100.4312,-100.4309,-100.4306,-100.4303,-100.43,-100.4296,-100.4293,-100.429,-100.4287,-100.4284,-100.428,-100.4277,-100.4274,-100.4271,-100.4268,-100.4265,-100.4261,-100.4258,-100.4255,-100.4252,-100.4248,-100.4245,-100.4242,-100.4239,-100.4236,-100.4232,-100.4229,-100.4226,-100.4223,-100.4219,-100.4216,-100.4213,-100.421,-100.4207,-100.4203,-100.42,-100.4197,-100.4194,-100.419,-100.4187,-100.4184,-100.4181,-100.4177,-100.4174,-100.4171,-100.4168,-100.4164,-100.4161,-100.4158,-100.4155,-100.4152,-100.4148,-100.4145,-100.4142,-100.4138,-100.4135,-100.4132,-100.4129,-100.4125,-100.4122,-100.4119,-100.4116,-100.4113,-100.4109,-100.4106,-100.4102,-100.4099,-100.4096,-100.4093,-100.4089,-100.4086,-100.4083,-100.408,-100.4077,-100.4073,-100.407,-100.4066,-100.4063,-100.406,-100.4057,-100.4053,-100.405,-100.4047,-100.4044,-100.404
-100.4041,-100.4037,-100.4034,-100.4031,-100.4028,-100.4024,-100.4021,-100.4018,-100.4015,-100.4012,-100.4008,-100.4005,-100.4002,-100.3998,-100.3995,-100.3992,-100.3989,-100.3986,-100.3982,-100.3979,-100.3976,-100.3972,-100.3969,-100.3966,-100.3962,-100.3959,-100.3956,-100.3953,-100.395,-100.3946,-100.3943,-100.394,-100.3936,-100.3933,-100.393,-100.3926,-100.3923,-100.392,-100.3917,-100.3913,-100.391,-100.3907,-100.3904,-100.39,-100.3897,-100.3894,-100.389,-100.3887,-100.3884,-100.3881,-100.3877,-100.3874,-100.3871,-100.3867,-100.3864,-100.386,-100.3857,-100.3854,-100.3851,-100.3847,-100.3844,-100.3841,-100.3837,-100.3834,-100.3831,-100.3828,-100.3824,-100.3821,-100.3817,-100.3814,-100.3811,-100.3807,-100.3804,-100.3801,-100.3798,-100.3794,-100.3791,-100.3788,-100.3784,-100.3781,-100.3777,-100.3774,-100.3771,-100.3767,-100.3764,-100.3761,-100.3757,-100.3754,-100.3751
-100.3756,-100.3753,-100.3749,-100.3746,-100.3743,-100.374,-100.3736,-100.3733,-100.373,-100.3727,-100.3723,-100.372,-100.3716,-100.3713,-100.371,-100.3707,-100.3703,-100.37,-100.3697,-100.3693,-100.369,-100.3687,-100.3683,-100.368,-100.3677,-100.3673,-100.367,-100.3667,-100.3663,-100.366,-100.3657,-100.3654,-100.365,-100.3647,-100.3643,-100.364,-100.3637,-100.3633,-100.363,-100.3627,-100.3623,-100.362,-100.3617,-100.3613,-100.361,-100.3607,-100.3603,-100.36,-100.3596,-100.3593,-100.359,-100.3586,-100.3583,-100.358,-100.3576,-100.3573,-100.357,-100.3566,-100.3563,-100.356,-100.3556,-100.3553,-100.3549,-100.3546,-100.3542,-100.3539,-100.3536,-100.3532,-100.3529,-100.3526,-100.3522,-100.3519,-100.3516,-100.3512,-100.3509,-100.3505,-100.3502,-100.3499,-100.3495,-100.3492,-100.3488,-100.3485,-100.3481,-100.3478,-100.3475,-100.3471,-100.3468,-100.3464,-100.3461
